country,iso3,year,gdp_current_usd
Czechia,CZE,2011,231429378717.312
Czechia,CZE,2012,210363223087.728
Czechia,CZE,2013,213024360541.119
Czechia,CZE,2014,210911285077.683
Czechia,CZE,2015,189107698561.919
Czechia,CZE,2016,198160659303.939
Czechia,CZE,2017,221563575696.217
Czechia,CZE,2018,251992360762.236
Czechia,CZE,2019,256794209028.77
Czechia,CZE,2020,251109660602.536
Czechia,CZE,2021,290972714482.313
Czechia,CZE,2022,301831228325.556
Czechia,CZE,2023,345059295659.911
Czechia,CZE,2024,347034062928.479
Denmark,DNK,1960,6361166544.50349
Denmark,DNK,1961,7058361229.35415
Denmark,DNK,1962,7953274741.29303
Denmark,DNK,1963,8466044979.87996
Denmark,DNK,1964,9677401337.17309
Denmark,DNK,1965,10870670865.3211
Denmark,DNK,1966,11931740293.0378
Denmark,DNK,1967,13059064805.8774
Denmark,DNK,1968,13505574133.3333
Denmark,DNK,1969,15414902666.6667
Denmark,DNK,1970,17075457733.3333
Denmark,DNK,1971,19086192720.4664
Denmark,DNK,1972,23230667549.2496
Denmark,DNK,1973,30718181337.3006
Denmark,DNK,1974,34125712480.9267
Denmark,DNK,1975,40418967665.5877
Denmark,DNK,1976,44503607444.1687
Denmark,DNK,1977,49711709588.2196
Denmark,DNK,1978,60320089217.713
Denmark,DNK,1979,70393030602.547
Denmark,DNK,1980,70811287815.6106
Denmark,DNK,1981,61459941460.5385
Denmark,DNK,1982,60084214872.0657
Denmark,DNK,1983,60331158447.2389
Denmark,DNK,1984,58868891334.9941
Denmark,DNK,1985,62452421010.9094
Denmark,DNK,1986,87748695216.9077
Denmark,DNK,1987,109183446340.073
Denmark,DNK,1988,115540189705.118
Denmark,DNK,1989,112312200760.581
Denmark,DNK,1990,138217740684.484
Denmark,DNK,1991,139180507777.691
Denmark,DNK,1992,152966494259.538
Denmark,DNK,1993,143111306004.102
Denmark,DNK,1994,156017919221.457
Denmark,DNK,1995,184848481008.139
Denmark,DNK,1996,187481157845.724
Denmark,DNK,1997,173241365735.483
Denmark,DNK,1998,176877077513.133
Denmark,DNK,1999,177887720535.535
Denmark,DNK,2000,164043817223.59
Denmark,DNK,2001,164881594415.341
Denmark,DNK,2002,178788209558.311
Denmark,DNK,2003,218421193436.252
Denmark,DNK,2004,251986155630.852
Denmark,DNK,2005,265150087711.985
Denmark,DNK,2006,283386151543.687
Denmark,DNK,2007,320213157595.018
Denmark,DNK,2008,354979471960.142
Denmark,DNK,2009,322619152194.594
Denmark,DNK,2010,322345594075.47
Denmark,DNK,2011,344315595263.175
Denmark,DNK,2012,326792574244.963
Denmark,DNK,2013,344631016965.12
Denmark,DNK,2014,352832602064.452
Denmark,DNK,2015,301758922337.637
Denmark,DNK,2016,312181849372.233
Denmark,DNK,2017,331610593961.988
Denmark,DNK,2018,355293374912.393
Denmark,DNK,2019,345401473012.615
Denmark,DNK,2020,355631021931.621
Denmark,DNK,2021,406110162088.054
Denmark,DNK,2022,400114306337.077
Denmark,DNK,2023,404651706117.557
Denmark,DNK,2024,424524722037.047
Ecuador,ECU,1960,2069464937.19791
Ecuador,ECU,1961,1753850955.05808
Ecuador,ECU,1962,1518207703.48997
Ecuador,ECU,1963,1824343870.71407
Ecuador,ECU,1964,2244146102.98333
Ecuador,ECU,1965,2387047395.70254
Ecuador,ECU,1966,2429308638.838
Ecuador,ECU,1967,2553595172.08743
Ecuador,ECU,1968,2582179864.15493
Ecuador,ECU,1969,3112165727.38342
Ecuador,ECU,1970,2862503139.00358
Ecuador,ECU,1971,2754219271.03082
Ecuador,ECU,1972,3185986087.33583
Ecuador,ECU,1973,3891754150.23796
Ecuador,ECU,1974,6599257044.12414
Ecuador,ECU,1975,7731674472.07212
Ecuador,ECU,1976,9091921030.17345
Ecuador,ECU,1977,11026342618.1141
Ecuador,ECU,1978,11922497876.4828
Ecuador,ECU,1979,14175160902.0721
Ecuador,ECU,1980,17881508242.4481
Ecuador,ECU,1981,21810759353.7304
Ecuador,ECU,1982,19929846396.4239
Ecuador,ECU,1983,17152477036.5005
Ecuador,ECU,1984,16912509091.855
Ecuador,ECU,1985,17149088413.35
Ecuador,ECU,1986,15314138472.3282
Ecuador,ECU,1987,13945426859.4657
Ecuador,ECU,1988,13051881851.4068
Ecuador,ECU,1989,13890823704.5545
Ecuador,ECU,1990,15239272611.5809
Ecuador,ECU,1991,16988535267.6338
Ecuador,ECU,1992,18094238119.0595
Ecuador,ECU,1993,18938717358.6793
Ecuador,ECU,1994,22708673336.6683
Ecuador,ECU,1995,24432884442.2211
Ecuador,ECU,1996,25226393196.5983
Ecuador,ECU,1997,28162053026.5133
Ecuador,ECU,1998,27981896948.4742
Ecuador,ECU,1999,19645272636.3182
Ecuador,ECU,2000,17539454727.3637
Ecuador,ECU,2001,23127055000.0
Ecuador,ECU,2002,27054197000.0
Ecuador,ECU,2003,30965208000.0
Ecuador,ECU,2004,35194947000.0
Ecuador,ECU,2005,40278849000.0
Ecuador,ECU,2006,45690762000.0
Ecuador,ECU,2007,49848725000.0
Ecuador,ECU,2008,61139438000.0
Ecuador,ECU,2009,60094978000.0
Ecuador,ECU,2010,68151329000.0
Ecuador,ECU,2011,78986648000.0
Ecuador,ECU,2012,87735048000.0
Ecuador,ECU,2013,96570334000.0
Ecuador,ECU,2014,102717794000.0
Ecuador,ECU,2015,97209558000.0
Ecuador,ECU,2016,97671433000.0
Ecuador,ECU,2017,104467486000.0
Ecuador,ECU,2018,107478961000.0
Ecuador,ECU,2019,107595830000.0
Ecuador,ECU,2020,95865473000.0
Ecuador,ECU,2021,107179074000.0
Ecuador,ECU,2022,116133121000.0
Ecuador,ECU,2023,121147057000.0
Ecuador,ECU,2024,124676074700.0
Estonia,EST,1993,4013091682.2914
Estonia,EST,1994,4123011419.74174
Estonia,EST,1995,4502970889.06373
Estonia,EST,1996,4786018988.16491
Estonia,EST,1997,5154420649.23354
Estonia,EST,1998,5674080542.88575
Estonia,EST,1999,5756912265.75809
Estonia,EST,2000,5686579747.53524
Estonia,EST,2001,6250218422.70164
Estonia,EST,2002,7370119619.4782
Estonia,EST,2003,9876595528.45528
Estonia,EST,2004,12148595031.0559
Estonia,EST,2005,14109491356.7964
Estonia,EST,2006,17025671810.3124
Estonia,EST,2007,22450264166.4385
Estonia,EST,2008,24342935403.5447
Estonia,EST,2009,19633984440.1223
Estonia,EST,2010,19524355419.038
Estonia,EST,2011,23303915794.7569
Estonia,EST,2012,23237406116.3988
Estonia,EST,2013,25451032780.7573
Estonia,EST,2014,27055689003.0038
Estonia,EST,2015,23311847750.9394
Estonia,EST,2016,24561027787.7896
Estonia,EST,2017,27469461919.1189
Estonia,EST,2018,31222632740.7247
Estonia,EST,2019,31873748770.0313
Estonia,EST,2020,31820771493.8974
Estonia,EST,2021,37201101170.5847
Estonia,EST,2022,38226641740.29
Estonia,EST,2023,41470344395.1086
Estonia,EST,2024,43130419829.35
European Union,EUU,1960,285151593517.865
European Union,EUU,1961,316957315284.249
European Union,EUU,1962,350242479710.816
European Union,EUU,1963,384746828593.342
European Union,EUU,1964,426774574129.451
European Union,EUU,1965,467012617276.635
European Union,EUU,1966,505529224628.472
European Union,EUU,1967,538186984638.651
European Union,EUU,1968,577537349543.932
European Union,EUU,1969,644490038737.548
European Union,EUU,1970,728936354558.504
European Union,EUU,1971,823997564740.857
European Union,EUU,1972,993807576357.324
European Union,EUU,1973,1285760453749.93
European Union,EUU,1974,1455564730991.19
European Union,EUU,1975,1694691860215.15
European Union,EUU,1976,1775046705220.48
European Union,EUU,1977,2011021369358.25
European Union,EUU,1978,2449229543717.81
European Union,EUU,1979,2960086312677.68
European Union,EUU,1980,3311398072837.09
European Union,EUU,1981,2890050505826.48
European Union,EUU,1982,2787868117631.33
European Union,EUU,1983,2710862889681.46
European Union,EUU,1984,2612656839102.0
European Union,EUU,1985,2686730457063.81
European Union,EUU,1986,3753266239108.06
European Union,EUU,1987,4639614022608.17
European Union,EUU,1988,5094084472960.0
European Union,EUU,1989,5202884439938.86
European Union,EUU,1990,6505695339260.16
European Union,EUU,1991,6727631751634.05
European Union,EUU,1992,7389295673878.14
European Union,EUU,1993,6750807644414.01
European Union,EUU,1994,7157908667157.89
European Union,EUU,1995,8298352822403.7
European Union,EUU,1996,8433614719069.7
European Union,EUU,1997,7735885029565.07
European Union,EUU,1998,7970103042535.26
European Union,EUU,1999,7936107808460.76
European Union,EUU,2000,7288481048952.25
European Union,EUU,2001,7407615944962.45
European Union,EUU,2002,8100430284893.67
European Union,EUU,2003,9956860723577.65
European Union,EUU,2004,11449101966447.2
European Union,EUU,2005,11954349375612.0
European Union,EUU,2006,12768357074578.4
European Union,EUU,2007,14789471689508.0
European Union,EUU,2008,16364455236166.7
European Union,EUU,2009,14844813523140.0
European Union,EUU,2010,14641773544950.6
European Union,EUU,2011,15874713437636.1
European Union,EUU,2012,14731876146120.7
European Union,EUU,2013,15398507628838.6
European Union,EUU,2014,15763596442222.6
European Union,EUU,2015,13656252620703.3
European Union,EUU,2016,13988147697216.6
European Union,EUU,2017,14871313684625.8
European Union,EUU,2018,16092403309151.5
European Union,EUU,2019,15809073096211.4
European Union,EUU,2020,15504055464107.4
European Union,EUU,2021,17495226733585.2
European Union,EUU,2022,17023612496380.4
European Union,EUU,2023,18659133072074.8
European Union,EUU,2024,19497115588443.6
Finland,FIN,1960,5279481824.12983
Finland,FIN,1961,5984433774.41601
Finland,FIN,1962,6407796042.70357
Finland,FIN,1963,6958916548.12933
Finland,FIN,1964,7848987792.54261
Finland,FIN,1965,8680393838.88018
Finland,FIN,1966,9306142171.60056
Finland,FIN,1967,9468272357.09549
Finland,FIN,1968,8916565040.54632
Finland,FIN,1969,10177524838.9004
Finland,FIN,1970,11358529161.9479
Finland,FIN,1971,12528522307.4737
Finland,FIN,1972,14744499569.8308
Finland,FIN,1973,19474098335.1486
Finland,FIN,1974,24851036710.2568
Finland,FIN,1975,29475251333.4411
Finland,FIN,1976,31852352669.6415
Finland,FIN,1977,33502784417.884
Finland,FIN,1978,36259392057.7617
Finland,FIN,1979,44469218439.9328
Finland,FIN,1980,53649984061.205
Finland,FIN,1981,52440066133.9212
Finland,FIN,1982,52784013815.2214
Finland,FIN,1983,50956447480.7857
Finland,FIN,1984,52870993272.6553
Finland,FIN,1985,55856676899.4628
Finland,FIN,1986,73511611541.1682
Finland,FIN,1987,91564993913.1611
Finland,FIN,1988,109039090262.971
Finland,FIN,1989,118991270611.057
Finland,FIN,1990,141446120354.533
Finland,FIN,1991,127794441993.824
Finland,FIN,1992,112537828510.751
Finland,FIN,1993,89112105756.2194
Finland,FIN,1994,103182697780.307
Finland,FIN,1995,134060457516.34
Finland,FIN,1996,131991975148.848
Finland,FIN,1997,126862902302.142
Finland,FIN,1998,133990876724.522
Finland,FIN,1999,135234241918.147
Finland,FIN,2000,125967821110.589
Finland,FIN,2001,129519672868.898
Finland,FIN,2002,140360963811.765
Finland,FIN,2003,171612867735.686
Finland,FIN,2004,197458297639.769
Finland,FIN,2005,204859368790.661
Finland,FIN,2006,217044068234.117
Finland,FIN,2007,256360251537.648
Finland,FIN,2008,285698662071.094
Finland,FIN,2009,253480783439.453
Finland,FIN,2010,249429613683.334
Finland,FIN,2011,275126915515.565
Finland,FIN,2012,257443384492.969
Finland,FIN,2013,270268036626.275
Finland,FIN,2014,273478528954.901
Finland,FIN,2015,233210733506.25
Finland,FIN,2016,238777818792.608
Finland,FIN,2017,253846138440.0
Finland,FIN,2018,273869255596.078
Finland,FIN,2019,267014821129.411
Finland,FIN,2020,270000311606.226
Finland,FIN,2021,294223210496.119
Finland,FIN,2022,280253099309.34
Finland,FIN,2023,295021982462.75
Finland,FIN,2024,298696961297.656
France,FRA,1960,61959085885.3427
France,FRA,1961,67158050215.0488
France,FRA,1962,75196980365.0325
France,FRA,1963,84227606649.8725
France,FRA,1964,93424179943.3453
France,FRA,1965,100927668584.29
France,FRA,1966,109306730313.216
France,FRA,1967,118088635380.954
France,FRA,1968,128710572572.436
France,FRA,1969,140660914840.59
France,FRA,1970,147312861698.358
France,FRA,1971,164694210962.472
France,FRA,1972,201738881664.499
France,FRA,1973,261970536240.424
France,FRA,1974,282739225313.693
France,FRA,1975,357324307786.446
France,FRA,1976,368363152144.223
France,FRA,1977,406401711687.617
France,FRA,1978,501724418604.651
France,FRA,1979,608218624730.188
France,FRA,1980,694529183483.39
France,FRA,1981,609184791792.396
France,FRA,1982,578152310609.841
France,FRA,1983,553356312935.709
France,FRA,1984,525033325827.516
France,FRA,1985,547220981165.134
France,FRA,1986,764946585850.933
France,FRA,1987,926320855614.973
France,FRA,1988,1010827662151.75
France,FRA,1989,1016742237302.08
France,FRA,1990,1257649439826.53
France,FRA,1991,1258961748633.88
France,FRA,1992,1389663073110.28
France,FRA,1993,1314383368079.69
France,FRA,1994,1385822778827.98
France,FRA,1995,1595219345511.89
France,FRA,1996,1598889216566.23
France,FRA,1997,1449392222971.45
France,FRA,1998,1496906382032.47
France,FRA,1999,1486915879701.93
France,FRA,2000,1360959069477.49
France,FRA,2001,1370376677298.86
France,FRA,2002,1492427756382.43
France,FRA,2003,1835095983049.09
France,FRA,2004,2109792297237.03
France,FRA,2005,2192146403028.17
France,FRA,2006,2317861544690.82
France,FRA,2007,2655816911866.56
France,FRA,2008,2926802941585.86
France,FRA,2009,2700075882518.98
France,FRA,2010,2646230027988.34
France,FRA,2011,2870408553990.28
France,FRA,2012,2683007095787.23
France,FRA,2013,2816077607875.26
France,FRA,2014,2861236112552.42
France,FRA,2015,2442483452642.5
France,FRA,2016,2470407619777.13
France,FRA,2017,2588868323334.71
France,FRA,2018,2781576320884.39
France,FRA,2019,2722793515171.76
France,FRA,2020,2647926055110.05
France,FRA,2021,2966433692008.09
France,FRA,2022,2794788137066.94
France,FRA,2023,3056250648138.29
France,FRA,2024,3160442622465.08
Germany,DEU,1960,84619845881.2608
Germany,DEU,1961,96558204043.1028
Germany,DEU,1962,105895435234.343
Germany,DEU,1963,112232503744.1
Germany,DEU,1964,123330404665.086
Germany,DEU,1965,134774688191.161
Germany,DEU,1966,143304275683.979
Germany,DEU,1967,145100667772.69
Germany,DEU,1968,156527292653.157
Germany,DEU,1969,177733486326.06
Germany,DEU,1970,216629229947.096
Germany,DEU,1971,250900942396.699
Germany,DEU,1972,300899944795.436
Germany,DEU,1973,399833571167.215
Germany,DEU,1974,446934971657.471
Germany,DEU,1975,492434094920.105
Germany,DEU,1976,521658712132.981
Germany,DEU,1977,602698323085.993
Germany,DEU,1978,743182891918.208
Germany,DEU,1979,884574218333.155
Germany,DEU,1980,953772499462.019
Germany,DEU,1981,803404797057.551
Germany,DEU,1982,779421633755.138
Germany,DEU,1983,773507930294.906
Germany,DEU,1984,727767760978.627
Germany,DEU,1985,735218723093.277
Germany,DEU,1986,1050092624515.9
Germany,DEU,1987,1302932318824.81
Germany,DEU,1988,1406367016371.53
Germany,DEU,1989,1404092925205.45
Germany,DEU,1990,1778162195860.07
Germany,DEU,1991,1875792575132.59
Germany,DEU,1992,2141377582968.07
Germany,DEU,1993,2078954217437.6
Germany,DEU,1994,2215282632276.73
Germany,DEU,1995,2593053091306.13
Germany,DEU,1996,2506576553158.31
Germany,DEU,1997,2218790886532.82
Germany,DEU,1998,2247760364565.97
Germany,DEU,1999,2213873468586.88
Germany,DEU,2000,1966980701145.1
Germany,DEU,2001,1966381496641.73
Germany,DEU,2002,2102350798305.89
Germany,DEU,2003,2534715518349.01
Germany,DEU,2004,2852317768061.78
Germany,DEU,2005,2893393187361.87
Germany,DEU,2006,3046308753670.58
Germany,DEU,2007,3484056680854.91
Germany,DEU,2008,3808197720125.0
Germany,DEU,2009,3478545516683.59
Germany,DEU,2010,3467093769666.67
Germany,DEU,2011,3823575803793.78
Germany,DEU,2012,3596483233406.25
Germany,DEU,2013,3807023797050.99
Germany,DEU,2014,3964870735760.77
Germany,DEU,2015,3425099578746.09
Germany,DEU,2016,3536787895179.0
Germany,DEU,2017,3765351626105.89
Germany,DEU,2018,4055433215301.96
Germany,DEU,2019,3959894794039.21
Germany,DEU,2020,3941398957073.94
Germany,DEU,2021,4355251953410.78
Germany,DEU,2022,4201021706478.62
Germany,DEU,2023,4562207532490.28
Germany,DEU,2024,4685592577804.69
Guatemala,GTM,1960,1043599900.0
Guatemala,GTM,1961,1076699900.0
Guatemala,GTM,1962,1143600000.0
Guatemala,GTM,1963,1262800000.0
Guatemala,GTM,1964,1299099900.0
Guatemala,GTM,1965,1331399900.0
Guatemala,GTM,1966,1390700000.0
Guatemala,GTM,1967,1453500000.0
Guatemala,GTM,1968,1610500000.0
Guatemala,GTM,1969,1715399900.0
Guatemala,GTM,1970,1904000000.0
Guatemala,GTM,1971,1984800000.0
Guatemala,GTM,1972,2101300000.0
Guatemala,GTM,1973,2569200100.0
Guatemala,GTM,1974,3161499900.0
Guatemala,GTM,1975,3645900000.0
Guatemala,GTM,1976,4365300200.0
Guatemala,GTM,1977,5480500200.0
Guatemala,GTM,1978,6070600200.0
Guatemala,GTM,1979,6902600200.0
Guatemala,GTM,1980,7878700000.0
Guatemala,GTM,1981,8607500300.0
Guatemala,GTM,1982,8716999700.0
Guatemala,GTM,1983,9050000400.0
Guatemala,GTM,1984,9470000100.0
Guatemala,GTM,1985,9721652086.95652
Guatemala,GTM,1986,7231963515.98174
Guatemala,GTM,1987,7084399840.0
Guatemala,GTM,1988,7841602824.42748
Guatemala,GTM,1989,8410724360.79545
Guatemala,GTM,1990,7650196845.21546
Guatemala,GTM,1991,9406135143.41165
Guatemala,GTM,1992,10440781587.5435
Guatemala,GTM,1993,11400017301.4587
Guatemala,GTM,1994,12983233310.7467
Guatemala,GTM,1995,14655404433.2771
Guatemala,GTM,1996,15674835615.3139
Guatemala,GTM,1997,17790026221.6139
Guatemala,GTM,1998,19395491992.9939
Guatemala,GTM,1999,18318412251.3642
Guatemala,GTM,2000,19288929030.0508
Guatemala,GTM,2001,18405220247.4412
Guatemala,GTM,2002,20444205991.025
Guatemala,GTM,2003,21576351798.9145
Guatemala,GTM,2004,23577298094.6571
Guatemala,GTM,2005,26783389293.922
Guatemala,GTM,2006,29744246827.1839
Guatemala,GTM,2007,33567850824.1039
Guatemala,GTM,2008,38503720224.3166
Guatemala,GTM,2009,37126148264.6383
Guatemala,GTM,2010,40676578423.4871
Guatemala,GTM,2011,46876006272.2387
Guatemala,GTM,2012,49593929487.1263
Guatemala,GTM,2013,52996420177.4409
Guatemala,GTM,2014,57852159007.6243
Guatemala,GTM,2015,62186066547.6566
Guatemala,GTM,2016,66053408205.8838
Guatemala,GTM,2017,71653780740.4226
Guatemala,GTM,2018,73328356007.6152
Guatemala,GTM,2019,77172331693.4093
Guatemala,GTM,2020,77719468248.3666
Guatemala,GTM,2021,86455522272.7383
Guatemala,GTM,2022,95641446500.6523
Guatemala,GTM,2023,104368755054.601
Guatemala,GTM,2024,113199581158.203
Hungary,HUN,1968,4886222554.66355
Hungary,HUN,1969,5429812386.53195
Hungary,HUN,1970,5780929202.60333
Hungary,HUN,1971,6291568220.79393
Hungary,HUN,1972,7379313742.13684
Hungary,HUN,1973,9138292402.1882
Hungary,HUN,1974,10016338178.9993
Hungary,HUN,1975,11420392514.6172
Hungary,HUN,1976,13235612078.8396
Hungary,HUN,1977,14783674054.829
Hungary,HUN,1978,17286744153.707
Hungary,HUN,1979,19959731324.801
Hungary,HUN,1980,23116977148.0216
Hungary,HUN,1981,23705883891.9445
Hungary,HUN,1982,24141667188.0517
Hungary,HUN,1983,21910365258.2514
Hungary,HUN,1984,21242726264.4854
Hungary,HUN,1985,21510643750.177
Hungary,HUN,1986,24778163812.0131
Hungary,HUN,1987,27232016527.4237
Hungary,HUN,1988,29799838597.4079
Hungary,HUN,1989,30422508937.567
Hungary,HUN,1990,34478360678.756
Hungary,HUN,1991,34867307352.646
Hungary,HUN,1992,38857339124.9084
Hungary,HUN,1993,40256233360.3817
Hungary,HUN,1994,43307949890.4603
Hungary,HUN,1995,46577614588.9926
Hungary,HUN,1996,46833767123.6915
Hungary,HUN,1997,47398564799.2496
Hungary,HUN,1998,48784412623.5939
Hungary,HUN,1999,49160204397.4635
Hungary,HUN,2000,47275954428.9586
Hungary,HUN,2001,53800068065.7969
Hungary,HUN,2002,67636468625.0428
Hungary,HUN,2003,85190469121.074
Hungary,HUN,2004,104015363080.271
Hungary,HUN,2005,113098237570.929
Hungary,HUN,2006,115604111412.139
Hungary,HUN,2007,140123326896.329
Hungary,HUN,2008,158228265915.534
Hungary,HUN,2009,130807441076.16
Hungary,HUN,2010,131898737241.166
Hungary,HUN,2011,141712804953.868
Hungary,HUN,2012,128470269689.958
Hungary,HUN,2013,135646053778.582
Hungary,HUN,2014,141128696412.321
Hungary,HUN,2015,125244126623.289
Hungary,HUN,2016,128983560865.293
Hungary,HUN,2017,143335098991.862
Hungary,HUN,2018,161184691013.835
Hungary,HUN,2019,164936682033.992
Hungary,HUN,2020,158468487754.196
Hungary,HUN,2021,183282685440.486
Hungary,HUN,2022,177002580544.155
Hungary,HUN,2023,213240316634.648
Hungary,HUN,2024,222722738925.641
Iceland,ISL,1960,260984498.826389
Iceland,ISL,1961,266711460.241466
Iceland,ISL,1962,299309938.066264
Iceland,ISL,1963,357240895.712432
Iceland,ISL,1964,456206298.792753
Iceland,ISL,1965,550150987.996732
Iceland,ISL,1966,660663763.278256
Iceland,ISL,1967,652609075.682946
Iceland,ISL,1968,498365199.686946
Iceland,ISL,1969,435659609.943615
Iceland,ISL,1970,545115909.090909
Iceland,ISL,1971,693679545.454545
Iceland,ISL,1972,869002945.841831
Iceland,ISL,1973,1194794186.17552
Iceland,ISL,1974,1568154077.03852
Iceland,ISL,1975,1456052700.06506
Iceland,ISL,1976,1727845419.11401
Iceland,ISL,1977,2285707748.78061
Iceland,ISL,1978,2599627088.63561
Iceland,ISL,1979,2953176971.07204
Iceland,ISL,1980,3499616683.34167
Iceland,ISL,1981,3615094820.1877
Iceland,ISL,1982,3318714326.1952
Iceland,ISL,1983,2862634163.62085
Iceland,ISL,1984,2964568005.62888
Iceland,ISL,1985,3088359966.94589
Iceland,ISL,1986,4129080094.00499
Iceland,ISL,1987,5713281235.45655
Iceland,ISL,1988,6320093411.44744
Iceland,ISL,1989,5870854233.21143
Iceland,ISL,1990,6694851159.32729
Iceland,ISL,1991,7151260062.07169
Iceland,ISL,1992,7328497599.30768
Iceland,ISL,1993,6435952173.86159
Iceland,ISL,1994,6612804055.79289
Iceland,ISL,1995,7372640168.67697
Iceland,ISL,1996,7686566105.26316
Iceland,ISL,1997,7716781803.07823
Iceland,ISL,1998,8637732541.50677
Iceland,ISL,1999,9107644690.76647
Iceland,ISL,2000,9140168922.35677
Iceland,ISL,2001,8323401820.48477
Iceland,ISL,2002,9416199699.54736
Iceland,ISL,2003,11564687741.9859
Iceland,ISL,2004,13963943244.0018
Iceland,ISL,2005,17146410560.5279
Iceland,ISL,2006,17671649843.2602
Iceland,ISL,2007,21960110030.4426
Iceland,ISL,2008,18247921360.2599
Iceland,ISL,2009,13212543837.5133
Iceland,ISL,2010,13922711576.5124
Iceland,ISL,2011,15394005872.149
Iceland,ISL,2012,14943757823.3226
Iceland,ISL,2013,16244319958.6808
Iceland,ISL,2014,18052183514.8695
Iceland,ISL,2015,17700486957.1907
Iceland,ISL,2016,21083713310.457
Iceland,ISL,2017,25060086487.8901
Iceland,ISL,2018,26677652544.3499
Iceland,ISL,2019,24985687022.0452
Iceland,ISL,2020,22034665040.7901
Iceland,ISL,2021,26234872402.457
Iceland,ISL,2022,29166102877.2755
Iceland,ISL,2023,31677891896.7861
Iceland,ISL,2024,33255181468.9382
India,IND,1960,37029883876.1839
India,IND,1961,39232435784.0358
India,IND,1962,42161481858.0819
India,IND,1963,48421923459.1235
India,IND,1964,56480289940.9899
India,IND,1965,59556105229.0052
India,IND,1966,45581230504.071
India,IND,1967,50134942204.0
India,IND,1968,53085455870.6667
India,IND,1969,58447995017.3333
India,IND,1970,62422483054.6667
India,IND,1971,67351404351.833
India,IND,1972,71464700666.9869
India,IND,1973,85517673172.5513
India,IND,1974,99526597933.6331
India,IND,1975,98473832017.3242
India,IND,1976,102716451979.68
India,IND,1977,121486641441.309
India,IND,1978,137302319828.995
India,IND,1979,152995442497.709
India,IND,1980,186328579302.068
India,IND,1981,193491368445.573
India,IND,1982,200715624830.902
India,IND,1983,218262146413.158
India,IND,1984,212157645177.652
India,IND,1985,232511554840.372
India,IND,1986,248985994040.59
India,IND,1987,279033584092.223
India,IND,1988,296589670895.932
India,IND,1989,296042052944.66
India,IND,1990,320979026420.035
India,IND,1991,270105341879.226
India,IND,1992,288208070278.013
India,IND,1993,279295648982.529
India,IND,1994,327274843459.429
India,IND,1995,360281909643.489
India,IND,1996,392896866204.516
India,IND,1997,415867563592.829
India,IND,1998,421351317224.941
India,IND,1999,458821052615.79
India,IND,2000,468395521654.458
India,IND,2001,485440139204.171
India,IND,2002,514939140318.756
India,IND,2003,607700687237.318
India,IND,2004,709152728830.775
India,IND,2005,820383763511.445
India,IND,2006,940259888787.721
India,IND,2007,1216736438834.96
India,IND,2008,1198895139005.92
India,IND,2009,1341888016994.9
India,IND,2010,1675615519484.96
India,IND,2011,1823051829894.55
India,IND,2012,1827637590410.41
India,IND,2013,1856721507621.58
India,IND,2014,2039126479154.52
India,IND,2015,2103588360044.94
India,IND,2016,2294796885663.16
India,IND,2017,2651474262755.45
India,IND,2018,2702929641648.74
India,IND,2019,2835606256558.19
India,IND,2020,2674851578587.27
India,IND,2021,3167270623260.47
India,IND,2022,3346107287730.93
India,IND,2023,3638489096033.86
India,IND,2024,3909891533858.08
Italy,ITA,1960,42012422612.3955
Italy,ITA,1961,46649487320.4225
Italy,ITA,1962,52413872628.0045
Italy,ITA,1963,60035924617.9277
Italy,ITA,1964,65720771779.4768
Italy,ITA,1965,70717012186.1774
Italy,ITA,1966,76622444787.3696
Italy,ITA,1967,84401995573.2456
Italy,ITA,1968,91485448147.84
Italy,ITA,1969,100996667239.335
Italy,ITA,1970,113656669764.56
Italy,ITA,1971,124959712858.926
Italy,ITA,1972,145594833997.344
Italy,ITA,1973,175896529392.229
Italy,ITA,1974,200024444775.231
Italy,ITA,1975,228220643534.994
Italy,ITA,1976,225235205861.828
Italy,ITA,1977,258190019749.835
Italy,ITA,1978,315784469541.41
Italy,ITA,1979,394584507107.9
Italy,ITA,1980,478356755595.749
Italy,ITA,1981,431695533980.583
Italy,ITA,1982,428257421617.752
Italy,ITA,1983,444063496940.337
Italy,ITA,1984,438896930791.272
Italy,ITA,1985,453259761687.456
Italy,ITA,1986,641862313287.44
Italy,ITA,1987,807570134448.76
Italy,ITA,1988,893663934840.821
Italy,ITA,1989,930801709003.669
Italy,ITA,1990,1183945130898.51
Italy,ITA,1991,1249092439519.28
Italy,ITA,1992,1323204350353.5
Italy,ITA,1993,1067412587670.73
Italy,ITA,1994,1101750159702.21
Italy,ITA,1995,1177369428265.78
Italy,ITA,1996,1314776508972.27
Italy,ITA,1997,1244988176443.84
Italy,ITA,1998,1272729786996.77
Italy,ITA,1999,1255004736463.98
Italy,ITA,2000,1149661363439.38
Italy,ITA,2001,1172041488805.87
Italy,ITA,2002,1281746271196.04
Italy,ITA,2003,1582930016538.82
Italy,ITA,2004,1812808753294.75
Italy,ITA,2005,1864982261286.85
Italy,ITA,2006,1958563654385.64
Italy,ITA,2007,2222524108127.65
Italy,ITA,2008,2417508414187.19
Italy,ITA,2009,2209484319012.65
Italy,ITA,2010,2144936254535.0
Italy,ITA,2011,2306974020278.21
Italy,ITA,2012,2097929495121.68
Italy,ITA,2013,2153225581941.46
Italy,ITA,2014,2173255507985.84
Italy,ITA,2015,1845428048839.1
Italy,ITA,2016,1887111188176.93
